Summary, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T
About_5000  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000 countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.6325110689437066,0.6776904310111141,0.0,0.0,0.0,1.0,0.10912752197653254
Over_8000 countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.6325110689437066,0.6776904310111141,0.006697257036102466,0.0,0.0,1.0,0.10934831067003042
Over_8000 data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.6325110689437066,0.6776904310111141,0.9983046220746363,0.0,0.0,1.0,0.14203866336360843
Over_8000 countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.6325110689437066,0.6776904310111141,0.998603141654979,0.0,0.0,1.0,0.14204850466845492
Over_8000 countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.6325110689437066,0.6776904310111141,0.9988372214673913,0.0,0.0,1.0,0.14205622158534761
Over_8000 data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.6325110689437066,0.6776904310111141,0.958857138733197,0.0,0.0,1.0,0.18814290842381043
Over_8000 countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.6325110689437066,0.6776904310111141,0.9626254318416783,0.0,0.0,1.0,0.18847447808488688
Over_8000 countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.6325110689437066,0.6776904310111141,0.9660148399165202,0.0,0.0,1.0,0.18850533461996333
Over_8000 data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.6325110689437066,0.6776904310111141,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.1593371899881404
Over_8000 countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.6325110689437066,0.6776904310111141,0.998603141654979,0.0,0.0,1.0,0.15926413924829397
Over_8000 countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.6325110689437066,0.6776904310111141,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.15962347686927736
Over_8000 data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.6325110689437066,0.6776904310111141,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.18920436266366217
Over_8000 countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.6325110689437066,0.6776904310111141,0.0,0.9971949509116409,0.998603141654979,1.0,0.18917998777564315
Over_8000 countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.6325110689437066,0.6776904310111141,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.18940220357735185
Over_8000  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_8000  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000 countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.8132285172133369,0.8584078792807446,0.0,0.0,0.0,1.0,0.12104295812617849
Over_10000 countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.8132285172133369,0.8584078792807446,0.006697257036102466,0.0,0.0,1.0,0.12126374681967637
Over_10000 data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.8132285172133369,0.8584078792807446,0.9983046220746363,0.0,0.0,1.0,0.1539540995132544
Over_10000 countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.8132285172133369,0.8584078792807446,0.998603141654979,0.0,0.0,1.0,0.1539639408181009
Over_10000 countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.8132285172133369,0.8584078792807446,0.9988372214673913,0.0,0.0,1.0,0.15397165773499358
Over_10000 data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.8132285172133369,0.8584078792807446,0.958857138733197,0.0,0.0,1.0,0.2000583445734564
Over_10000 countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.8132285172133369,0.8584078792807446,0.9626254318416783,0.0,0.0,1.0,0.2003899142345328
Over_10000 countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.8132285172133369,0.8584078792807446,0.9660148399165202,0.0,0.0,1.0,0.20042077076960926
Over_10000 data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.8132285172133369,0.8584078792807446,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.17018023688431821
Over_10000 countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.8132285172133369,0.8584078792807446,0.998603141654979,0.0,0.0,1.0,0.1701071861444718
Over_10000 countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.8132285172133369,0.8584078792807446,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.17046652376545518
Over_10000 data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.8132285172133369,0.8584078792807446,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.20004740955984
Over_10000 countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.8132285172133369,0.8584078792807446,0.0,0.9971949509116409,0.998603141654979,1.0,0.20002303467182098
Over_10000 countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.8132285172133369,0.8584078792807446,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.20024525047352967
Over_10000  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Over_10000  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.7,0.75,0.0015588808281377098,0.0,0.0,1.0,0.1137876554119166
Nearly_none countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.7,0.75,0.0,0.0,0.0,1.0,0.11373626373626369
Nearly_none countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.7,0.75,0.006697257036102466,0.0,0.0,1.0,0.11395705242976158
Nearly_none  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4 data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.65,0.825,0.0015588808281377098,0.0,0.0,1.0,0.11461183123609243
Around_1/4 countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.65,0.825,0.0,0.0,0.0,1.0,0.11456043956043954
Around_1/4 countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.65,0.825,0.006697257036102466,0.0,0.0,1.0,0.11478122825393743
Around_1/4 data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.65,0.825,0.9983046220746363,0.0,0.0,1.0,0.14747158094751547
Around_1/4 countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.65,0.825,0.998603141654979,0.0,0.0,1.0,0.1474814222523619
Around_1/4 countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.65,0.825,0.9988372214673913,0.0,0.0,1.0,0.14748913916925466
Around_1/4 data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.65,0.825,0.958857138733197,0.0,0.0,1.0,0.19357582600771744
Around_1/4 countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.65,0.825,0.9626254318416783,0.0,0.0,1.0,0.1939073956687939
Around_1/4 countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.65,0.825,0.9660148399165202,0.0,0.0,1.0,0.19393825220387034
Around_1/4 data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.65,0.825,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.16428114498949578
Around_1/4 countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.65,0.825,0.998603141654979,0.0,0.0,1.0,0.16420809424964933
Around_1/4 countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.65,0.825,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.16456743187063275
Around_1/4 data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.65,0.825,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.19414831766501756
Around_1/4 countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.65,0.825,0.0,0.9971949509116409,0.998603141654979,1.0,0.19412394277699854
Around_1/4 countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.65,0.825,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.19434615857870724
Around_1/4  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_1/4  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4 data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.75,0.8,0.0015588808281377098,0.0,0.0,1.0,0.1170843587086199
Around_3/4 countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.75,0.8,0.0,0.0,0.0,1.0,0.11703296703296699
Around_3/4 countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.75,0.8,0.006697257036102466,0.0,0.0,1.0,0.11725375572646489
Around_3/4 data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.75,0.8,0.9983046220746363,0.0,0.0,1.0,0.1499441084200429
Around_3/4 countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.75,0.8,0.998603141654979,0.0,0.0,1.0,0.14995394972488937
Around_3/4 countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.75,0.8,0.9988372214673913,0.0,0.0,1.0,0.1499616666417821
Around_3/4 data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.75,0.8,0.958857138733197,0.0,0.0,1.0,0.19604835348024494
Around_3/4 countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.75,0.8,0.9626254318416783,0.0,0.0,1.0,0.19637992314132133
Around_3/4 countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.75,0.8,0.9660148399165202,0.0,0.0,1.0,0.1964107796763978
Around_3/4 data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.75,0.8,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.16653114498949576
Around_3/4 countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.75,0.8,0.998603141654979,0.0,0.0,1.0,0.16645809424964933
Around_3/4 countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.75,0.8,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.16681743187063272
Around_3/4 data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.75,0.8,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.19639831766501756
Around_3/4 countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.75,0.8,0.0,0.9971949509116409,0.998603141654979,1.0,0.19637394277699852
Around_3/4 countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.75,0.8,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.19659615857870724
Around_3/4  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.75,0.875,0.0015588808281377098,0.0,0.0,1.0,0.11955688618114736
Most countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.75,0.875,0.0,0.0,0.0,1.0,0.11950549450549447
Most countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.75,0.875,0.006697257036102466,0.0,0.0,1.0,0.11972628319899235
Most data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.75,0.875,0.9983046220746363,0.0,0.0,1.0,0.15241663589257037
Most countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.75,0.875,0.998603141654979,0.0,0.0,1.0,0.15242647719741687
Most countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.75,0.875,0.9988372214673913,0.0,0.0,1.0,0.15243419411430956
Most data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.75,0.875,0.958857138733197,0.0,0.0,1.0,0.1985208809527724
Most countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.75,0.875,0.9626254318416783,0.0,0.0,1.0,0.1988524506138488
Most countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.75,0.875,0.9660148399165202,0.0,0.0,1.0,0.19888330714892527
Most data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.75,0.875,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.16878114498949576
Most countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.75,0.875,0.998603141654979,0.0,0.0,1.0,0.16870809424964933
Most countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.75,0.875,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.16906743187063272
Most data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.75,0.875,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.19864831766501753
Most countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.75,0.875,0.0,0.9971949509116409,0.998603141654979,1.0,0.19862394277699852
Most countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.75,0.875,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.19884615857870722
Most  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Most  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_all countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.85,0.875,0.0,0.0,0.0,1.0,0.12280219780219777
Nearly_all data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.85,0.875,0.9983046220746363,0.0,0.0,1.0,0.1557133391892737
Nearly_all countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.85,0.875,0.998603141654979,0.0,0.0,1.0,0.15572318049412015
Nearly_all countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.85,0.875,0.9988372214673913,0.0,0.0,1.0,0.15573089741101287
Nearly_all data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.85,0.875,0.958857138733197,0.0,0.0,1.0,0.2018175842494757
Nearly_all countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.85,0.875,0.9626254318416783,0.0,0.0,1.0,0.2021491539105521
Nearly_all countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.85,0.875,0.9660148399165202,0.0,0.0,1.0,0.20218001044562858
Nearly_all data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.85,0.875,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.17178114498949576
Nearly_all countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.85,0.875,0.998603141654979,0.0,0.0,1.0,0.17170809424964933
Nearly_all countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.85,0.875,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.17206743187063273
Nearly_all data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.85,0.875,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.20164831766501753
Nearly_all countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.85,0.875,0.0,0.9971949509116409,0.998603141654979,1.0,0.20162394277699852
Nearly_all countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.85,0.875,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.20184615857870722
Nearly_all  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_all  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_all  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_all  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
